expense_id,employee,department,expense_date,amount_usd,currency,category,merchant,invoice_no,invoice_city,trip_to_city,approver,paid_amount_usd
E38X0S0WB,Ursula,R&D,2024-05-07,18.38,USD,Meal,Tech Supplies,INV-664214,San Francisco,San Francisco,Mgr_Erin,18.38
E5EVOHCG0,Ivan,R&D,2024-05-07,74.71,USD,Office,Happy Noodles,INV-377342,Seattle,New York,Mgr_Erin,74.71
EFI9OCROB,Nora,Sales,2024-05-07,609.1,USD,Air,Tech Supplies,INV-295894,Miami,Miami,Mgr_Amy,609.1
EFPVJ6OY9,Hazel,Sales,2024-05-07,24.42,USD,Transport,Sky Airlines,INV-709719,Chicago,Chicago,Mgr_Amy,24.42
E5DOP2JAB,Tina,HR,2024-05-07,349.37,USD,Office,Green Hotel,INV-350474,New York,Atlanta,Mgr_Amy,349.37
EVXIFBGVN,Bob,Marketing,2024-05-07,553.16,USD,Air,Sky Airlines,INV-580294,Los Angeles,Los Angeles,Mgr_Amy,553.16
EG5LHLNSM,Grace,HR,2024-05-08,52.58,USD,Meal,Sky Airlines,INV-488561,Atlanta,Atlanta,Mgr_Duke,52.58
EIVK63FW5,Charlie,Sales,2024-05-08,152.09,USD,Hotel,Tech Supplies,INV-813314,New York,New York,Mgr_Ben,152.09
EO4R9GQBN,Ivan,Sales,2024-05-08,589.68,USD,Air,Happy Noodles,INV-302665,Boston,Boston,Mgr_Ben,589.68
EICZQ7HW3,Kevin,R&D,2024-05-08,220.02,USD,Hotel,City Taxi,INV-698776,Boston,Boston,Mgr_Ben,220.02
EMZ2PHEI3,Rose,R&D,2024-05-08,647.83,USD,Air,City Taxi,INV-726549,Miami,Miami,Mgr_Carl,647.83
ED6NZ42C4,Owen,Sales,2024-05-08,31.6,USD,Transport,Happy Noodles,INV-563700,Atlanta,Atlanta,Mgr_Ben,31.6
EHUOBTD34,Gavin,Marketing,2024-05-08,40.95,USD,Meal,Metro Coffee,INV-222330,Houston,Houston,Mgr_Erin,40.95
E1LT6W5RC,Peter,R&D,2024-05-08,177.25,USD,Hotel,City Taxi,INV-747447,Atlanta,Atlanta,Mgr_Duke,177.25
EUFQF34FH,Tyler,HR,2024-05-08,14.42,USD,Transport,Green Hotel,INV-494626,San Francisco,San Francisco,Mgr_Carl,14.42
E8G6DUFA4,Diana,Sales,2024-05-08,23.61,USD,Meal,Happy Noodles,INV-429761,Chicago,Chicago,Mgr_Erin,23.61
EMPP052W9,Yvonne,Sales,2024-05-08,29.59,USD,Meal,Metro Coffee,INV-319091,Chicago,Chicago,Mgr_Ben,29.59
ELDALDEAM,Ursula,Finance,2024-05-09,244.62,USD,Office,Green Hotel,INV-160249,New York,New York,Mgr_Amy,244.62
E5GLVTQT4,Tyler,R&D,2024-05-09,49.19,USD,Meal,Happy Noodles,INV-624655,Miami,Miami,Mgr_Carl,49.19
EMGB89XD6,Gavin,R&D,2024-05-09,33.87,USD,Meal,City Taxi,INV-475931,Seattle,Seattle,Mgr_Carl,33.87
EGOYOQ95I,Yvonne,Marketing,2024-05-09,43.24,USD,Transport,Metro Coffee,INV-925691,Los Angeles,Boston,Mgr_Ben,43.24
EH634CEOP,Wendy,R&D,2024-05-09,447.36,USD,Air,Sky Airlines,INV-820511,Seattle,Seattle,Mgr_Erin,447.36
EW8RXU9D4,Lena,Sales,2024-05-09,54.87,USD,Meal,Sky Airlines,INV-468662,New York,New York,Mgr_Amy,54.87
E3G7N347J,Sam,Sales,2024-05-09,18.25,USD,Meal,Sky Airlines,INV-900326,Chicago,Chicago,Mgr_Ben,18.25
EWLTD5BLL,Victor,Finance,2024-05-09,31.5,USD,Meal,City Taxi,INV-762467,Miami,Miami,Mgr_Carl,31.5
ES6R930XM,Queen,Sales,2024-05-09,428.1,USD,Air,Happy Noodles,INV-849299,San Francisco,San Francisco,Mgr_Erin,428.1
EBENC9R7J,Nina,R&D,2024-05-09,121.89,USD,Office,City Taxi,INV-909611,Houston,Houston,Mgr_Erin,121.89
ED79FTNQ1,Edgar,R&D,2024-05-09,25.34,USD,Transport,Tech Supplies,INV-290288,Seattle,Seattle,Mgr_Erin,25.34
EV7B8V2E9,Irene,Sales,2024-05-10,18.13,USD,Transport,Green Hotel,INV-502032,San Francisco,San Francisco,Mgr_Ben,18.13
EU3SQ8OB8,Paula,Finance,2024-05-10,57.2,USD,Meal,Tech Supplies,INV-605528,Chicago,Boston,Mgr_Amy,57.2
ET6EACYOI,Victor,R&D,2024-05-10,64.52,USD,Meal,City Taxi,INV-468221,Dallas,Dallas,Mgr_Amy,64.52
ED01W5AA2,Zack,HR,2024-05-10,61.07,USD,Meal,Metro Coffee,INV-344720,New York,New York,Mgr_Amy,61.07
EADPYNYVD,Miles,Sales,2024-05-10,331.08,USD,Air,City Taxi,INV-552759,San Francisco,San Francisco,Mgr_Erin,331.08
EOQ14MH70,Zoe,Marketing,2024-05-10,354.01,USD,Office,Green Hotel,INV-137392,New York,New York,Mgr_Amy,354.01
E9SXGR2H2,Rose,Sales,2024-05-10,16.04,USD,Meal,Happy Noodles,INV-423583,Chicago,Chicago,Mgr_Erin,16.04
EIA398F6Y,Victor,HR,2024-05-10,58.99,USD,Office,Tech Supplies,INV-540831,Houston,Houston,Mgr_Erin,58.99
EE4OYX4H0,Alice,R&D,2024-05-11,21.2,USD,Transport,Metro Coffee,INV-821639,San Francisco,San Francisco,Mgr_Carl,21.2
EGCLV47P0,Grace,R&D,2024-05-11,48.24,USD,Meal,Happy Noodles,INV-629790,New York,New York,Mgr_Carl,48.24
E8AHJ9AT6,Diana,Finance,2024-05-11,41.89,USD,Transport,Green Hotel,INV-763648,Chicago,Chicago,Mgr_Amy,41.89
EZZ7I1I1E,Quinn,Sales,2024-05-11,59.23,USD,Transport,Metro Coffee,INV-236302,Seattle,Seattle,Mgr_Duke,59.23
E0TC7V2CU,Olivia,HR,2024-05-11,25.81,USD,Meal,Tech Supplies,INV-140346,Boston,Boston,Mgr_Ben,25.81
EOYG9UPWS,Diana,Marketing,2024-05-11,409.12,USD,Air,Happy Noodles,INV-507853,Dallas,Dallas,Mgr_Duke,409.12
ET6CADFN2,Lena,R&D,2024-05-11,185.15,USD,Office,Metro Coffee,INV-860972,Houston,Houston,Mgr_Ben,185.15
EV60KKDW2,Carter,Sales,2024-05-11,346.04,USD,Hotel,Metro Coffee,INV-468318,Houston,Houston,Mgr_Ben,346.04
E7KFK2AU3,Grace,Finance,2024-05-11,28.74,USD,Transport,Green Hotel,INV-141546,San Francisco,San Francisco,Mgr_Ben,28.74
EV7O435RO,Sophie,Finance,2024-05-11,33.44,USD,Transport,Tech Supplies,INV-191408,Seattle,Seattle,Mgr_Duke,33.44
ECYK7TFK9,Alice,R&D,2024-05-11,320.4,USD,Hotel,City Taxi,INV-705758,Boston,Boston,Mgr_Ben,320.4
EC09B708K,Faith,Finance,2024-05-11,157.67,USD,Hotel,City Taxi,INV-946548,Seattle,Seattle,Mgr_Erin,157.67
E11KDQCUE,Jade,Marketing,2024-05-11,292.62,USD,Hotel,Happy Noodles,INV-231994,Los Angeles,Los Angeles,Mgr_Duke,292.62
E9OWTMM4A,Uma,Marketing,2024-05-12,26.67,USD,Transport,Green Hotel,INV-313823,Los Angeles,Los Angeles,Mgr_Erin,26.67
ELVSK8MHX,Irene,Sales,2024-05-12,42.33,USD,Meal,Tech Supplies,INV-776064,Chicago,Chicago,Mgr_Erin,42.33
E2RIPL62Q,Bob,R&D,2024-05-12,34.11,USD,Meal,Green Hotel,INV-872722,Chicago,Chicago,Mgr_Duke,34.11
EJ1VT33B1,Laura,Marketing,2024-05-12,51.72,USD,Meal,Metro Coffee,INV-786586,Boston,Boston,Mgr_Duke,51.72
E066J4G09,Bella,Sales,2024-05-12,494.1,USD,Air,Tech Supplies,INV-678969,San Francisco,San Francisco,Mgr_Carl,494.1
ED84D9MLS,Jade,HR,2024-05-12,57.52,USD,Meal,Happy Noodles,INV-690416,Dallas,Dallas,Mgr_Duke,57.52
EU9FGYFOU,Riley,R&D,2024-05-12,223.1,USD,Hotel,Green Hotel,INV-242526,Dallas,Dallas,Mgr_Amy,223.1
E4W3L5IPM,Kevin,Sales,2024-05-12,65.49,USD,Meal,Green Hotel,INV-714824,Boston,Boston,Mgr_Carl,65.49
EG1E8MCC1,Riley,HR,2024-05-12,24.6,USD,Transport,Metro Coffee,INV-579841,Atlanta,Atlanta,Mgr_Erin,24.6
ETCIGGEQW,Owen,Marketing,2024-05-12,318.66,USD,Hotel,City Taxi,INV-784258,Chicago,Chicago,Mgr_Carl,318.66
EI1B16NZM,Grace,Marketing,2024-05-12,198.74,USD,Office,Metro Coffee,INV-316689,Boston,Boston,Mgr_Amy,198.74
EJB13C3LH,Owen,Sales,2024-05-12,217.13,USD,Air,City Taxi,INV-511384,Boston,Boston,Mgr_Ben,217.13
EPS0B98LF,Miles,Finance,2024-05-13,220.26,USD,Office,Metro Coffee,INV-380206,Houston,Houston,Mgr_Ben,220.26
EFZ2LXQ44,Henry,HR,2024-05-13,31.19,USD,Meal,Sky Airlines,INV-355735,Dallas,San Francisco,Mgr_Ben,31.19
EXTUJE23T,Miles,R&D,2024-05-13,181.73,USD,Office,Metro Coffee,INV-669311,Los Angeles,Los Angeles,Mgr_Ben,181.73
ECC4P7KVC,Ivan,Marketing,2024-05-13,40.11,USD,Transport,Sky Airlines,INV-106455,San Francisco,San Francisco,Mgr_Amy,40.11
E43VSBYW2,Edgar,Marketing,2024-05-13,48.2,USD,Transport,City Taxi,INV-699521,Seattle,Seattle,Mgr_Ben,48.2
E9TIP0Q4A,Nina,Marketing,2024-05-13,221.05,USD,Office,Tech Supplies,INV-105174,Miami,Miami,Mgr_Carl,221.05
EIA3KJO0V,Laura,Sales,2024-05-13,28.01,USD,Meal,Green Hotel,INV-328473,Houston,Houston,Mgr_Amy,28.01
EW7YUPPKQ,Ethan,Sales,2024-05-13,17.54,USD,Transport,Sky Airlines,INV-214649,Los Angeles,Los Angeles,Mgr_Amy,17.54
EEGVLTKR9,Kevin,R&D,2024-05-13,351.86,USD,Air,Sky Airlines,INV-807495,Miami,Miami,Mgr_Amy,351.86
EZ7G3UT4I,Ethan,R&D,2024-05-13,104.84,USD,Office,Sky Airlines,INV-108454,Boston,Boston,Mgr_Amy,104.84
EEZEM21OQ,Zoe,Sales,2024-05-13,484.66,USD,Air,Tech Supplies,INV-933587,Atlanta,New York,Mgr_Duke,484.66
EGOL21PSC,Henry,Sales,2024-05-13,326.25,USD,Air,Metro Coffee,INV-121093,Atlanta,Atlanta,Mgr_Duke,326.25
EDWUIBNMD,Nora,Sales,2024-05-14,29.19,USD,Transport,City Taxi,INV-564732,San Francisco,San Francisco,Mgr_Duke,29.19
EO94UYY7H,Quinn,Sales,2024-05-14,367.19,USD,Office,Sky Airlines,INV-DUP-98811,San Francisco,San Francisco,Mgr_Carl,267.19
E9A4HSDLG,Irene,Sales,2024-05-14,38.3,USD,Meal,Sky Airlines,INV-224979,Chicago,Chicago,Mgr_Amy,38.3
E7EXJNSX4,Hazel,R&D,2024-05-14,51.35,USD,Office,Sky Airlines,INV-745923,Dallas,Dallas,Mgr_Amy,51.35
EC4V76L4T,Ivan,R&D,2024-05-14,38.02,USD,Office,Tech Supplies,INV-379875,New York,New York,Mgr_Ben,38.02
EBFL3EQMK,Fiona,Marketing,2024-05-14,369.95,USD,Hotel,Sky Airlines,INV-995861,New York,New York,Mgr_Amy,369.95
EATDR0EMD,Wendy,Marketing,2024-05-14,223.88,USD,Hotel,Sky Airlines,INV-521849,Seattle,Seattle,Mgr_Carl,223.88
E3Y5XY487,Jade,R&D,2024-05-14,245.89,USD,Office,City Taxi,INV-806059,San Francisco,San Francisco,Mgr_Carl,245.89
ESSHDBF2G,Nina,Sales,2024-05-14,235.77,USD,Hotel,Tech Supplies,INV-171946,Miami,Miami,Mgr_Ben,235.77
E2LAI9W0Y,Quinn,Marketing,2024-05-15,622.98,USD,Air,Sky Airlines,INV-756154,Dallas,Dallas,Mgr_Duke,622.98
E73MOZ37R,Will,Marketing,2024-05-15,357.6,USD,Hotel,Sky Airlines,INV-725766,Seattle,Seattle,Mgr_Duke,307.6
EE1V7U7VJ,Edgar,Sales,2024-05-15,23.34,USD,Meal,Happy Noodles,INV-642809,San Francisco,San Francisco,Mgr_Duke,23.34
EHYJDI74K,Hazel,Finance,2024-05-15,61.56,USD,Transport,Happy Noodles,INV-235541,Chicago,Chicago,Mgr_Amy,61.56
EI3VU6BGU,Nina,R&D,2024-05-15,290.01,USD,Office,Metro Coffee,INV-417274,Los Angeles,Los Angeles,Mgr_Carl,290.01
ECG61WRYZ,Delia,R&D,2024-05-15,395.43,USD,Office,Metro Coffee,INV-565770,Chicago,Chicago,Mgr_Carl,395.43
E284BAE2N,Vince,Marketing,2024-05-15,37.91,USD,Meal,City Taxi,INV-303071,Seattle,Seattle,Mgr_Amy,37.91
EYJD1TXJA,Henry,R&D,2024-05-16,73.1,USD,Meal,City Taxi,INV-299084,Atlanta,Atlanta,Mgr_Carl,273.1
ELMB0GQA8,Riley,HR,2024-05-16,38.12,USD,Meal,Green Hotel,INV-183202,Atlanta,Atlanta,Mgr_Amy,38.12
EV3B1JJF7,Quinn,Finance,2024-05-16,187.12,USD,Hotel,City Taxi,INV-193847,Dallas,Chicago,Mgr_Carl,387.12
EH5WPQ9VJ,Edgar,Sales,2024-05-16,75.67,USD,Meal,Happy Noodles,INV-544606,Chicago,Chicago,Mgr_Amy,75.67
ELNG00C1N,Paula,R&D,2024-05-16,56.15,USD,Transport,City Taxi,INV-777009,Houston,Houston,Mgr_Ben,56.15
E4MCDYP8X,Alice,R&D,2024-05-16,270.48,USD,Hotel,Green Hotel,INV-794978,Miami,Miami,Mgr_Carl,270.48
ED6M2NS9E,Olivia,Marketing,2024-05-16,45.09,USD,Meal,City Taxi,INV-488737,Houston,Houston,Mgr_Erin,45.09
E56BQWF2T,Bella,Sales,2024-05-16,32.55,USD,Transport,Green Hotel,INV-640931,San Francisco,San Francisco,Mgr_Ben,32.55
E8MWV8GMP,Ursula,R&D,2024-05-16,30.6,USD,Office,Metro Coffee,INV-945465,Dallas,New York,Mgr_Amy,30.6
EZ02BTD9K,Tyler,Sales,2024-05-16,26.48,USD,Transport,Green Hotel,INV-595943,San Francisco,San Francisco,Mgr_Erin,26.48
E3FH52UPH,Xavier,HR,2024-05-16,69.7,USD,Office,Green Hotel,INV-911141,New York,New York,Mgr_Duke,69.7
EQKLABDP5,Zoe,Sales,2024-05-16,41.56,USD,Meal,Metro Coffee,INV-249592,Seattle,Seattle,Mgr_Erin,241.56
EQ9IHQ2EE,Alice,R&D,2024-05-16,51.44,USD,Meal,Metro Coffee,INV-DUP-22183,Miami,Miami,Mgr_Duke,51.44
EC8NR52CA,Faith,R&D,2024-05-17,389.18,USD,Office,Happy Noodles,INV-787264,Houston,Houston,Mgr_Erin,389.18
EP1PQ5IB7,Zack,Finance,2024-05-17,170.18,USD,Hotel,Tech Supplies,INV-280327,Chicago,Chicago,Mgr_Erin,170.18
EMBCRQIDK,Ivan,R&D,2024-05-17,48.23,USD,Office,City Taxi,INV-803337,Miami,Miami,Mgr_Amy,48.23
EHREA2CS1,Delia,Sales,2024-05-17,24.9,USD,Transport,Metro Coffee,INV-705360,Atlanta,Atlanta,Mgr_Ben,24.9
ECALRUFQM,Bella,Sales,2024-05-17,21.65,USD,Meal,Sky Airlines,INV-505049,Atlanta,Atlanta,Mgr_Ben,21.65
ENAWS1QPX,Diana,R&D,2024-05-17,393.92,USD,Air,Metro Coffee,INV-859479,New York,New York,Mgr_Erin,393.92
E0HDW6U0M,Rose,Marketing,2024-05-18,248.23,USD,Hotel,Sky Airlines,INV-757181,Boston,New York,Mgr_Amy,248.23
EBV9XGXY5,Quinn,R&D,2024-05-18,80.04,USD,Meal,Metro Coffee,INV-864379,Los Angeles,Los Angeles,Mgr_Ben,80.04
EJ8V6F7W2,Ivan,Sales,2024-05-18,278.34,USD,Hotel,Tech Supplies,INV-324215,Houston,Houston,Mgr_Duke,278.34
E5I6N048O,Wendy,Marketing,2024-05-18,21.52,USD,Meal,City Taxi,INV-899017,Los Angeles,Los Angeles,Mgr_Duke,21.52
E7K82RGRK,Charlie,HR,2024-05-18,395.52,USD,Office,Happy Noodles,INV-200354,Los Angeles,Los Angeles,Mgr_Erin,395.52
EQQP25438,Alice,HR,2024-05-18,51.83,USD,Transport,Tech Supplies,INV-458196,Los Angeles,Los Angeles,Mgr_Carl,51.83
E9HKANYWB,Lena,Sales,2024-05-18,20.99,USD,Meal,Green Hotel,INV-122419,Seattle,Seattle,Mgr_Ben,20.99
ELK09KYA0,Jack,R&D,2024-05-18,37.61,USD,Meal,City Taxi,INV-392145,Atlanta,Atlanta,Mgr_Duke,37.61
EWEYAEWBK,Ethan,Sales,2024-05-18,225.92,USD,Hotel,City Taxi,INV-681871,San Francisco,San Francisco,Mgr_Erin,225.92
E2UFWJB3W,Faith,R&D,2024-05-18,181.82,USD,Hotel,Sky Airlines,INV-491564,Boston,Boston,Mgr_Erin,181.82
ECIAJ2E16,Queen,R&D,2024-05-18,133.59,USD,Office,City Taxi,INV-283962,Boston,Boston,Mgr_Amy,133.59
E4QY0FMCY,Aaron,Sales,2024-05-19,2400.0,USD,Hotel,Green Hotel,INV-SPL-57698,Chicago,Chicago,Mgr_Erin,2400.0
EORM1E80W,Gavin,Sales,2024-05-19,78.29,USD,Meal,Sky Airlines,INV-996813,San Francisco,Boston,Mgr_Erin,78.29
E7A7JN3YC,Queen,Finance,2024-05-19,240.51,USD,Hotel,Sky Airlines,INV-968442,New York,New York,Mgr_Ben,240.51
EAOMFU4AP,Grace,R&D,2024-05-19,27.97,USD,Meal,Tech Supplies,INV-633966,Dallas,Dallas,Mgr_Erin,27.97
E2P6BQUXA,Henry,Sales,2024-05-19,269.84,USD,Hotel,Tech Supplies,INV-199166,Boston,Boston,Mgr_Amy,269.84
E0LQYERNI,Uma,Sales,2024-05-19,355.48,USD,Hotel,Metro Coffee,INV-126679,Seattle,Seattle,Mgr_Duke,355.48
E4IYUF9AR,Aaron,Sales,2024-05-19,2400.0,USD,Hotel,Green Hotel,INV-SPL-16937,Chicago,Chicago,Mgr_Duke,2400.0
EBOUI4IA2,Victor,Sales,2024-05-19,68.2,USD,Meal,Green Hotel,INV-939759,Seattle,Houston,Mgr_Duke,68.2
EE3HD16G0,Zoe,Sales,2024-05-19,27.5,USD,Meal,Metro Coffee,INV-959140,Miami,Miami,Mgr_Amy,27.5
E2N3825LK,Nina,Sales,2024-05-19,433.45,USD,Air,City Taxi,INV-211345,Chicago,Chicago,Mgr_Ben,433.45
EVQAKJ0T9,Aaron,Sales,2024-05-19,299.0,USD,Hotel,Green Hotel,INV-SPL-75301,Chicago,Chicago,Mgr_Duke,299.0
EI8RNR3ZK,Tyler,Marketing,2024-05-20,57.67,USD,Transport,Tech Supplies,INV-549416,San Francisco,San Francisco,Mgr_Carl,57.67
EF20PBWLQ,Ethan,Marketing,2024-05-20,485.11,USD,Air,Tech Supplies,INV-469136,Atlanta,Atlanta,Mgr_Carl,485.11
E9TQ6TEXP,Queen,Marketing,2024-05-20,376.79,USD,Hotel,Tech Supplies,INV-775707,New York,New York,Mgr_Carl,376.79
EZQ50FDCN,Hazel,Marketing,2024-05-20,73.05,USD,Client Gift,Sky Airlines,INV-251624,Atlanta,Atlanta,Mgr_Duke,73.05
E82SCQP68,Vince,Marketing,2024-05-20,44.33,USD,Meal,Happy Noodles,INV-751860,Dallas,New York,Mgr_Duke,44.33
E0BGQ73MP,Yvonne,Sales,2024-05-20,37.92,USD,Meal,Tech Supplies,INV-134227,San Francisco,San Francisco,Mgr_Duke,37.92
EM1QWWOIB,Gavin,Finance,2024-05-20,205.9,USD,Client Gift,Green Hotel,INV-600240,Miami,Miami,Mgr_Duke,305.9
EPQ80Q34C,Mason,HR,2024-05-20,61.47,USD,Meal,Green Hotel,INV-754189,Los Angeles,Los Angeles,Mgr_Erin,61.47
EMCRDYTRF,Quinn,HR,2024-05-20,21.14,USD,Meal,City Taxi,INV-808876,Miami,Miami,Mgr_Duke,21.14
ECB6Q6BJW,Mason,Marketing,2024-05-20,258.9,USD,Client Gift,Tech Supplies,INV-318102,Boston,Boston,Mgr_Carl,258.9
ECXVNG6MJ,Olivia,R&D,2024-05-20,354.36,USD,Office,Tech Supplies,INV-869482,New York,Chicago,Mgr_Ben,354.36
EHB9C6UK8,Fiona,Marketing,2024-05-20,58.11,USD,Transport,Happy Noodles,INV-715103,Chicago,Los Angeles,Mgr_Duke,58.11
ETDZ9FEKS,Olivia,HR,2024-05-20,18.41,USD,Meal,Metro Coffee,INV-674288,Miami,Atlanta,Mgr_Duke,18.41
E99WRTMFU,Paula,Sales,2024-05-20,59.06,USD,Meal,Happy Noodles,INV-182990,Chicago,Chicago,Mgr_Erin,59.06
ELLI0P1X2,Vince,Sales,2024-05-20,263.58,USD,Hotel,Green Hotel,INV-456634,Chicago,Chicago,Mgr_Carl,263.58
EY7DDT7ZB,Xavier,Sales,2024-05-20,19.18,USD,Transport,Tech Supplies,INV-483796,Seattle,Boston,Mgr_Erin,19.18
EX4K6QKSJ,Sophie,Sales,2024-05-21,260.32,USD,Hotel,City Taxi,INV-913090,Seattle,Seattle,Mgr_Amy,260.32
EPPPSVSUN,Miles,Marketing,2024-05-21,157.54,USD,Client Gift,Tech Supplies,INV-611243,Chicago,Chicago,Mgr_Ben,157.54
EMU1NRJHO,Tina,Sales,2024-05-21,32.16,USD,Transport,Sky Airlines,INV-131128,Los Angeles,Los Angeles,Mgr_Ben,32.16
EJ2MQIA7F,Hazel,R&D,2024-05-21,44.34,USD,Meal,Sky Airlines,INV-886817,Los Angeles,Los Angeles,Mgr_Ben,44.34
E7AROP58Z,Mason,HR,2024-05-21,33.32,USD,Transport,City Taxi,INV-108544,Boston,Boston,Mgr_Duke,33.32
EYE9RM6XY,Jack,R&D,2024-05-21,57.21,USD,Meal,Tech Supplies,INV-307450,Miami,Miami,Mgr_Amy,57.21
EW89IINFS,Fiona,R&D,2024-05-21,33.09,USD,Meal,City Taxi,INV-184565,Atlanta,Atlanta,Mgr_Duke,33.09
EOQUIZ132,Kirk,Sales,2024-05-21,579.6,USD,Air,Happy Noodles,INV-762267,Los Angeles,Los Angeles,Mgr_Erin,579.6
EOW3O85N8,Olivia,R&D,2024-05-22,68.57,USD,Meal,Tech Supplies,INV-475421,Atlanta,Atlanta,Mgr_Erin,68.57
EHZRCTA42,Grace,Sales,2024-05-22,14.92,USD,Transport,Happy Noodles,INV-590699,Houston,Houston,Mgr_Amy,14.92
E39EKAIKL,Tyler,Sales,2024-05-22,523.1,USD,Air,Sky Airlines,INV-913194,Miami,Miami,Mgr_Amy,523.1
EFY9YO40I,Ethan,Sales,2024-05-22,34.58,USD,Transport,Happy Noodles,INV-787710,Houston,Houston,Mgr_Ben,34.58
ECROUSGM2,Zoe,Finance,2024-05-22,357.26,USD,Office,Sky Airlines,INV-756841,Boston,Boston,Mgr_Erin,357.26
E5QV9IL9Z,Charlie,R&D,2024-05-22,78.79,USD,Meal,City Taxi,INV-248711,Boston,Boston,Mgr_Ben,78.79
EOJ3UTW3L,Mason,R&D,2024-05-22,83.55,USD,Meal,Tech Supplies,INV-665285,Boston,Boston,Mgr_Carl,83.55
EYS9ZMJ84,Jack,Sales,2024-05-22,18.37,USD,Meal,Green Hotel,INV-520149,Seattle,Seattle,Mgr_Ben,18.37
E4G1922R9,Quinn,Finance,2024-05-22,122.81,USD,Office,Happy Noodles,INV-890316,Seattle,Seattle,Mgr_Amy,122.81
EOX7MZ8W0,Wendy,Finance,2024-05-22,765.07,USD,Air,Tech Supplies,INV-531891,Los Angeles,Los Angeles,Mgr_Amy,765.07
EQJWI7BU3,Lena,R&D,2024-05-22,155.53,USD,Hotel,Green Hotel,INV-211471,Chicago,Chicago,Mgr_Ben,155.53
EPC59HNG4,Henry,Sales,2024-05-22,182.38,USD,Hotel,Green Hotel,INV-454996,Dallas,Dallas,Mgr_Erin,182.38
EPPQEF3QV,Paula,Sales,2024-05-22,192.87,USD,Hotel,Green Hotel,INV-294916,Chicago,Chicago,Mgr_Erin,192.87
E492WN4XJ,Edgar,R&D,2024-05-22,245.67,USD,Hotel,Tech Supplies,INV-484962,San Francisco,San Francisco,Mgr_Ben,245.67
EN5H4SX76,Quinn,Finance,2024-05-23,329.49,USD,Hotel,City Taxi,INV-151388,New York,New York,Mgr_Erin,279.49
E6J0YGO46,Nora,Sales,2024-05-23,189.97,USD,Hotel,City Taxi,INV-980408,Atlanta,Houston,Mgr_Amy,189.97
EBNKZ6DIW,Wendy,Finance,2024-05-23,72.74,USD,Meal,Happy Noodles,INV-279577,Boston,Boston,Mgr_Amy,72.74
EVQHZSEKD,Grace,Marketing,2024-05-23,42.31,USD,Meal,City Taxi,INV-961528,Seattle,Seattle,Mgr_Ben,42.31
EDIOQ8O23,Carter,R&D,2024-05-23,364.89,USD,Hotel,Tech Supplies,INV-944002,Chicago,Chicago,Mgr_Amy,364.89
E3ORTCDJP,Xavier,Marketing,2024-05-23,363.67,USD,Hotel,Sky Airlines,INV-651908,New York,New York,Mgr_Duke,363.67
ESCT2CGA2,Sam,Finance,2024-05-23,36.34,USD,Transport,Sky Airlines,INV-213328,Miami,Miami,Mgr_Duke,36.34
ETQXABXBF,Sophie,Sales,2024-05-23,178.86,USD,Client Gift,Happy Noodles,INV-657204,New York,Miami,Mgr_Carl,178.86
EZYHOZ4QS,Kirk,Marketing,2024-05-23,164.27,USD,Hotel,Sky Airlines,INV-872827,Boston,Boston,Mgr_Ben,164.27
ENJA6PRPB,Edgar,Sales,2024-05-23,16.71,USD,Meal,Sky Airlines,INV-444823,Miami,Seattle,Mgr_Duke,16.71
EK81JNVIO,Edgar,R&D,2024-05-24,50.1,USD,Meal,Green Hotel,INV-829915,Boston,Seattle,Mgr_Erin,50.1
E1H2F4RLN,Vince,HR,2024-05-24,563.8,USD,Air,Sky Airlines,INV-826816,San Francisco,San Francisco,Mgr_Duke,563.8
EEYH45QS7,Lena,Sales,2024-05-24,66.63,USD,Meal,Tech Supplies,INV-513438,Houston,Houston,Mgr_Ben,66.63
E080DGRIC,Peter,Sales,2024-05-24,51.73,USD,Meal,City Taxi,INV-775708,New York,Seattle,Mgr_Carl,51.73
E2DY7GDW4,Kirk,Sales,2024-05-24,27.14,USD,Meal,Green Hotel,INV-606259,New York,Boston,Mgr_Carl,0.0
E7WFE3TTP,Diana,Sales,2024-05-24,201.35,USD,Hotel,Tech Supplies,INV-701197,New York,New York,Mgr_Duke,201.35
EP1FYKI7E,Aaron,Sales,2024-05-24,97.75,USD,Office,Green Hotel,INV-388137,Dallas,Dallas,Mgr_Erin,97.75
E5IUBDQU9,Olivia,HR,2024-05-24,84.57,USD,Meal,Sky Airlines,INV-615934,New York,New York,Mgr_Ben,84.57
E20RFZAT9,Peter,Sales,2024-05-24,65.12,USD,Meal,City Taxi,INV-141185,Miami,Miami,Mgr_Duke,65.12
ERSJ5W74E,Wendy,Marketing,2024-05-24,47.42,USD,Transport,Happy Noodles,INV-227386,New York,New York,Mgr_Amy,47.42
EV5KYOFWK,Grace,Marketing,2024-05-24,63.98,USD,Client Gift,Green Hotel,INV-168780,Dallas,Dallas,Mgr_Erin,63.98
EE7JH6VL6,Charlie,Sales,2024-05-24,15.4,USD,Meal,Sky Airlines,INV-523074,Atlanta,Atlanta,Mgr_Duke,15.4
E2XWRBVGI,Rose,R&D,2024-05-24,277.59,USD,Office,Metro Coffee,INV-910310,New York,New York,Mgr_Amy,277.59
EFYQTYFG3,Faith,Sales,2024-05-24,353.39,USD,Hotel,Tech Supplies,INV-321534,Houston,Houston,Mgr_Amy,353.39
